bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,301000.0,215461.0,211808.0,203551.0,203963.0,205887.0,202245.0,202381.0,203765.0,204581.0,167935.0,168199.0,157684.0,157932.0,166932.0,181287.0,196790.0,137709.0,144350.0,154180.0,91877.0,92325.0,94070.0,102596.0,111804.0,121748.0,76135.0,76643.0,83774.0,91476.0,99794.0,67274.0,73656.0,79451.0,86807.0,94752.0,48948.0,52982.0,58221.0,63247.0,69307.0,75852.0,82920.0,90554.0,98798.0,107702.0,70358.0,76094.0,83182.0,90837.0,99104.0,107305.0,116889.0,127240.0,138419.0,150493.0,163532.0,177615.0,192824.0,209250.0,226990.0,107284.0,107284.0,116867.0,127216.0,137558.0,149518.0,162479.0,176477.0,191595.0,206400.0,112514.0,114527.0,123597.0,134485.0,146244.0,158944.0,172660.0,187473.0,203471.0,220749.0,118230.0,118230.0,123071.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,283165.0,240390.0,156152.0,156152.0,157600.0,158000.0,158000.0,158000.0,161212.0,163402.0,165886.0,172565.0,179073.0,185675.0,192246.0,203274.0,217405.0,235797.0,255661.0,167641.0,168955.0,121264.0,107245.0,108118.0,111976.0,117124.0,124175.0,131048.0,140582.0,152829.0,166055.0,101532.0,110655.0,120507.0,131148.0,142640.0,155051.0,168455.0,102728.0,102728.0,111946.0,121902.0,132654.0,144266.0,156807.0,170352.0,184980.0,200778.0,217840.0,236267.0,256168.0,109732.0,109732.0,119511.0,126952.0,132393.0,138124.0,147010.0,158454.0,172130.0,186900.0,101595.0,101595.0,109214.0,115816.0,123232.0,132940.0,144575.0,157141.0,170712.0,185369.0,201199.0,217010.0,235371.0,255201.0,276617.0,226208.0,245305.0,157377.0,161382.0,161382.0,171659.0,180509.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,113.0,0.0,0.0,27.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,21.0,22.0,9.0,10.0,5.0,0.0,35.0,0.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
timestamp,1546010532,1546010533,1546010534,1546010535,1546010536,1546010537,1546010538,1546010539,1546010540,1546010541,1546010542,1546010543,1546010544,1546010545,1546010546,1546010547,1546010548,1546010549,1546010550,1546010551,1546010552,1546010553,1546010554,1546010555,1546010556,1546010557,1546010558,1546010559,1546010560,1546010561,1546010562,1546010563,1546010564,1546010565,1546010566,1546010567,1546010568,1546010569,1546010570,1546010571,1546010572,1546010573,1546010574,1546010575,1546010576,1546010577,1546010578,1546010579,1546010580,1546010581,1546010582,1546010583,1546010584,1546010585,1546010586,1546010587,1546010588,1546010589,1546010590,1546010591,1546010592,1546010593,1546010594,1546010595,1546010596,1546010597,1546010598,1546010599,1546010600,1546010601,1546010602,1546010603,1546010604,1546010605,1546010606,1546010607,1546010608,1546010609,1546010610,1546010611,1546010612,1546010613,1546010614,1546010615,1546010616,1546010617,1546010618,1546010530,1546010531,1546010532,1546010533,1546010534,1546010535,1546010536,1546010537,1546010538,1546010539,1546010540,1546010541,1546010542,1546010543,1546010544,1546010545,1546010546,1546010547,1546010548,1546010549,1546010550,1546010551,1546010552,1546010553,1546010554,1546010555,1546010556,1546010557,1546010558,1546010559,1546010560,1546010561,1546010562,1546010563,1546010564,1546010565,1546010566,1546010567,1546010568,1546010569,1546010570,1546010571,1546010572,1546010573,1546010574,1546010575,1546010576,1546010577,1546010578,1546010579,1546010580,1546010581,1546010582,1546010583,1546010584,1546010585,1546010586,1546010587,1546010588,1546010589,1546010590,1546010591,1546010592,1546010593,1546010594,1546010595,1546010596,1546010597,1546010598,1546010599,1546010600,1546010601,1546010602,1546010603,1546010604,1546010605,1546010606,1546010607,1546010608,1546010609,1546010610,1546010611,1546010612,1546010613,1546010614,1546010615,1546010616,1546010617,1546010618
audio_bitsReceivedPerSecond,-1,-1,-1,0.0,268144.10905550147,248977.41273100616,269024.0,282058.0580580581,218773.22677322678,271056.0,233153.15315315317,193072.0,214417.58241758242,224208.2082082082,207824.0,196952.0,209448.0,237554.44555444556,220280.0,212796.79679679679,209120.0,269336.0,225870.12987012987,268156.15615615615,192712.0,184896.0,163144.0,194744.0,149456.0,146880.0,155048.0,161504.0,168848.0,172832.0,163112.0,185750.24975024976,158510.5105105105,149056.0,161534.46553446553,170000.0,177953.95395395395,161440.0,203480.0,156792.0,139372.62737262738,149773.77377377378,162141.85814185813,166846.84684684683,184935.06493506493,196676.67667667667,195696.0,232504.0,242381.61838161838,239832.0,201913.91391391392,198169.83016983018,231215.21521521523,144704.0,158841.15884115885,161440.0,159207.20720720722,181536.0,180331.66833166833,192152.15215215215,157672.0,194205.7942057942,188972.97297297296,134984.0,158529.47052947053,135079.0790790791,138920.0,167368.0,180720.0,191392.0,198784.0,215600.0,245416.0,236592.0,290976.0,292176.0,283436.5634365634,232104.1041041041,209976.0,282224.0,222176.0,201696.0,213386.61338661338,-1,-1,-1,-1,-1,0.0,274834.51776649745,285504.0,268232.0,273928.0,297064.0,278064.0,282616.0,295288.7112887113,291467.4674674675,210165.83416583415,246990.99099099098,211064.0,254528.0,247664.33566433567,204944.0,186029.97002997002,190310.3103103103,179687.374749499,174372.88135593222,115815.63126252504,196819.18081918082,150904.0,135144.0,145440.0,144104.0,122336.0,114578.57857857858,108259.74025974025,118544.0,112624.0,111808.0,115728.0,106128.0,142280.0,115504.0,101669.66966966967,78433.56643356643,78160.0,86110.11011011011,89646.35364635364,96424.0,110918.91891891892,113350.64935064936,125736.0,131400.0,120928.0,121744.0,115691.6916916917,111256.74325674326,119136.86313686313,123160.0,143615.61561561562,142518.5185185185,168743.25674325673,172147.85214785216,174254.25425425425,204868.86886886886,212670.65868263473,204484.48448448448,232360.36036036036,144702.59481037923,213941.94194194194,156236.23623623623,165520.0,162736.0,166841.15884115885,190806.8068068068,198353.64635364636,198566.56656656656,204979.02097902098,138768.0,222377.62237762238,161713.71371371372,170778.77877877877,172867.13286713287,175367.36736736738,200727.27272727274,209334.66533466533,210722.7227227227,218888.0,146400.0,248304.3043043043,162688.0
audio_bitsSentPerSecond,-1,-1,-1,0.0,426383.6416747809,241043.12114989734,262072.0,359503.5035035035,250405.5944055944,235856.0,234826.82682682681,230424.0,317154.84515484516,242346.34634634634,189528.0,211600.0,186448.0,250821.17882117882,203704.0,190094.0940940941,183320.0,179704.0,175744.25574425573,168680.68068068067,140304.0,152400.0,135576.0,141712.0,145208.0,129504.0,102992.0,112184.0,114480.0,113632.0,110264.0,117802.1978021978,111567.56756756757,134456.0,120383.61638361639,97112.0,75283.28328328328,78624.0,90176.0,88888.0,98421.57842157842,109869.86986986987,114021.97802197802,126294.29429429429,131716.2837162837,120408.4084084084,122792.0,112744.0,112879.12087912088,118312.0,125901.9019019019,145998.001998002,145937.93793793794,168392.0,170749.25074925076,173040.0,208600.6006006006,213288.0,201934.06593406593,238366.36636636636,187256.0,162293.7062937063,158734.73473473472,164176.0,163412.58741258743,167695.6956956957,191400.0,199240.0,195160.0,215080.0,178328.0,171760.0,165672.0,169368.0,172320.0,176792.0,202613.38661338662,209073.0730730731,208640.0,229864.0,197432.0,183984.0,166289.7102897103,-1,-1,-1,-1,-1,0.0,405384.7715736041,314880.0,215744.0,199088.0,263784.0,186168.0,182872.0,187836.16383616385,198478.47847847847,245362.63736263735,202314.3143143143,197280.0,203576.0,232791.2087912088,234712.0,212187.81218781217,205549.54954954956,269931.8637274549,275405.78265204385,236593.1863727455,217910.0899100899,195136.0,173896.0,139264.0,149152.0,146656.0,150294.2942942943,164243.75624375624,168640.0,174696.0,184256.0,166888.0,159784.0,145008.0,162464.0,168960.96096096095,175008.991008991,198904.0,199111.11111111112,130669.33066933067,139840.0,146914.9149149149,162357.64235764235,163120.0,183776.0,193448.0,199384.0,231295.2952952953,236387.61238761237,244411.58841158843,249056.0,212996.99699699698,179059.05905905907,139516.4835164835,157458.54145854147,160584.58458458458,162650.65065065064,182011.9760479042,177329.32932932934,190174.17417417417,194443.11377245508,190406.4064064064,165501.5015015015,132464.0,160816.0,133538.46153846153,138282.28228228228,163260.73926073927,177769.76976976977,192167.83216783218,197520.0,212843.15684315684,241057.05705705707,239919.91991991992,290029.97002997005,292868.86886886886,274701.2987012987,291628.37162837165,255351.35135135136,215368.0,196296.0,201737.73773773774,210776.0
audio_packetsSentPerSecond,-1,-1,-1,0.0,129.50340798442065,99.58932238193019,104.0,126.12612612612612,101.8981018981019,100.0,106.10610610610611,101.0,127.87212787212788,125.12512512512512,110.0,110.0,105.0,129.87012987012986,132.0,129.12912912912913,126.0,124.0,125.87412587412588,125.12512512512512,120.0,120.0,117.0,124.0,124.0,115.0,95.0,105.0,123.0,122.0,119.0,117.88211788211788,121.12112112112112,101.0,104.8951048951049,119.0,90.09009009009009,88.0,114.0,120.0,117.88211788211788,120.12012012012012,121.87812187812187,121.12112112112112,120.87912087912088,120.12012012012012,119.0,120.0,119.88011988011988,120.0,123.12312312312312,121.87812187812187,123.12312312312312,125.0,125.87412587412588,125.0,128.12812812812814,129.0,128.87112887112886,133.13313313313313,125.0,123.87612387612387,124.12412412412412,125.0,124.87512487512487,124.12412412412412,127.0,129.0,129.0,129.0,126.0,122.0,121.0,126.0,126.0,126.0,127.87212787212788,126.12612612612612,128.0,131.0,129.0,124.0,122.87712287712287,-1,-1,-1,-1,-1,0.0,120.81218274111676,115.0,96.0,90.0,103.0,96.0,92.0,95.90409590409591,96.09609609609609,104.8951048951049,108.10810810810811,108.0,109.0,117.88211788211788,134.0,129.87012987012986,130.13013013013014,133.26653306613227,131.60518444666002,124.24849699398797,128.87112887112886,125.0,111.0,118.0,122.0,120.0,123.12312312312312,122.87712287712287,126.0,126.0,126.0,123.0,122.0,122.0,127.0,124.12412412412412,124.87512487512487,127.0,124.12412412412412,120.87912087912088,122.0,122.12212212212212,124.87512487512487,126.0,127.0,124.0,130.0,129.12912912912913,130.86913086913086,130.86913086913086,133.0,127.12712712712712,121.12112112112112,118.88111888111888,124.87512487512487,123.12312312312312,124.12412412412412,127.7445109780439,124.12412412412412,128.12812812812814,125.74850299401197,126.12612612612612,122.12212212212212,121.0,108.0,118.88111888111888,125.12512512512512,123.87612387612387,127.12712712712712,127.87212787212788,124.0,129.87012987012986,131.13113113113113,134.13413413413414,133.86613386613388,135.13513513513513,130.86913086913086,131.86813186813185,129.12912912912913,126.0,124.0,127.12712712712712,130.0
audio_googLocalAddress,-1,-1,-1,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,-1,-1,-1,-1,-1,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795
audio_googRemoteAddress,-1,-1,-1,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,-1,-1,-1,-1,-1,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551
audio_googRtt,-1,-1,-1,73.0,73.0,373.0,693.0,868.0,868.0,937.0,937.0,798.0,798.0,798.0,727.0,727.0,575.0,575.0,431.0,431.0,431.0,323.0,323.0,323.0,334.0,334.0,339.0,339.0,255.0,255.0,255.0,191.0,191.0,143.0,143.0,143.0,107.0,107.0,80.0,80.0,80.0,60.0,60.0,45.0,45.0,45.0,34.0,34.0,25.0,25.0,25.0,19.0,19.0,14.0,14.0,14.0,32.0,32.0,24.0,24.0,24.0,18.0,18.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,41.0,41.0,41.0,30.0,-1,-1,-1,-1,-1,10.0,105.0,105.0,429.0,702.0,912.0,912.0,936.0,936.0,760.0,760.0,660.0,660.0,660.0,495.0,495.0,372.0,372.0,372.0,279.0,279.0,245.0,245.0,245.0,257.0,257.0,255.0,255.0,255.0,191.0,191.0,143.0,143.0,143.0,107.0,107.0,127.0,127.0,127.0,166.0,166.0,124.0,124.0,124.0,93.0,93.0,120.0,120.0,120.0,90.0,90.0,67.0,67.0,67.0,50.0,50.0,37.0,37.0,37.0,28.0,28.0,111.0,111.0,111.0,83.0,83.0,62.0,62.0,62.0,46.0,46.0,121.0,121.0,121.0,90.0,90.0,69.0,69.0,69.0,140.0,140.0,201.0,201.0,201.0
