bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,300000.0,4112186.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4128040.0,4184843.0,4184843.0,4184843.0,4184843.0,4184843.0,4184843.0,4184843.0,4184843.0,4184843.0,4184843.0,4184843.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,4233432.0,300000.0,300000.0,300000.0,3991688.0,3991688.0,3991688.0,4008701.0,4008701.0,4008701.0,4008701.0,4008701.0,4008701.0,4015109.0,4015109.0,4015109.0,4015109.0,4118701.0,4118701.0,4118701.0,4118701.0,4118701.0,4166842.0,4166842.0,4166842.0,4214573.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,3.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0
timestamp,1541193809,1541193810,1541193811,1541193812,1541193813,1541193814,1541193815,1541193816,1541193817,1541193818,1541193819,1541193820,1541193821,1541193822,1541193823,1541193824,1541193825,1541193826,1541193827,1541193828,1541193829,1541193830,1541193831,1541193832,1541193833,1541193834,1541193835,1541193836,1541193837,1541193838,1541193839,1541193840,1541193841,1541193842,1541193843,1541193844,1541193845,1541193846,1541193847,1541193848,1541193849,1541193850,1541193851,1541193852,1541193853,1541193854,1541193855,1541193856,1541193857,1541193858,1541193859,1541193860,1541193861,1541193862,1541193863,1541193864,1541193865,1541193866,1541193867,1541193868,1541193869,1541193870,1541193871,1541193872,1541193873,1541193874,1541193875,1541193876,1541193877,1541193878,1541193879,1541193880,1541193881,1541193882,1541193883,1541193884,1541193885,1541193886,1541193887,1541193888,1541193889,1541193890,1541193891,1541193892,1541193893,1541193894,1541193895,1541193896,1541193897,1541193898,1541193899,1541193900,1541193901,1541193902,1541193903,1541193904,1541193905,1541193906,1541193907,1541193908,1541193909,1541193910,1541193811,1541193812,1541193813,1541193814,1541193815,1541193816,1541193817,1541193818,1541193819,1541193820,1541193821,1541193822,1541193823,1541193824,1541193825,1541193826,1541193827,1541193828,1541193829,1541193830,1541193831,1541193832,1541193833,1541193834,1541193835,1541193836,1541193837,1541193838,1541193839,1541193840,1541193841,1541193842,1541193843,1541193844,1541193845,1541193846,1541193847,1541193848,1541193849,1541193850,1541193851,1541193852,1541193853,1541193854,1541193855,1541193856,1541193857,1541193858,1541193859,1541193860,1541193861,1541193862,1541193863,1541193864,1541193865,1541193866,1541193867,1541193868,1541193869,1541193870,1541193871,1541193872,1541193873,1541193874,1541193875,1541193876,1541193877,1541193878,1541193879,1541193880,1541193881,1541193882,1541193883,1541193884,1541193885,1541193886,1541193887,1541193888,1541193889,1541193890,1541193891,1541193892,1541193893,1541193894,1541193895,1541193896,1541193897,1541193898,1541193899,1541193900,1541193901,1541193902,1541193903,1541193904,1541193905,1541193906,1541193907,1541193908,1541193909,1541193910
audio_bitsReceivedPerSecond,-1,-1,-1,-1,0.0,584088.0,2231576.0,2423480.0,2525952.0,2594992.0,2683108.891108891,2566942.942942943,2589066.933066933,2618506.5065065064,2659088.0,2499472.0,2504448.0,2635480.0,2743208.0,2583920.0,2633896.0,2552912.0,2469896.0,2665880.0,2534128.0,2474968.0,2661864.0,2705816.0,1959728.0,2119144.0,2205928.0,2055088.0,2073976.0,2134832.0,2088072.0,2079888.0,2063144.0,2147024.0,2049520.0,2092912.0,2137192.0,2016608.0,2079360.0,2122528.0,2087632.0,2100960.0,2108624.0,2161640.0,2066272.0,2112816.0,2155064.0,2082664.0,2085832.0,2103784.0,2084203.7962037963,2135351.3513513515,2038088.0,2199664.0,2078920.0,2079920.0,2179304.0,2048200.0,2049928.0,2096112.0,2113016.0,2076080.0,2039888.0,2142712.0,2075736.0,2090370.3703703703,2168199.8001998,2027576.0,2075480.0,2089840.0,2108192.0,2073472.0,2072784.0,2121800.0,2134792.0,2081934.065934066,2119239.239239239,2070673.3266733268,2071535.5355355355,2093968.0,2172544.0,2092976.0,2093104.0,2124651.3486513486,2126080.0,2097809.80980981,2172859.140859141,2088680.6806806808,2067884.115884116,2095968.0,2130226.2262262264,2152255.7442557444,2077568.0,2118984.0,2132564.5645645647,2087488.5114885115,2182870.870870871,2089016.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_bitsSentPerSecond,-1,-1,-1,-1,0.0,478912.0,1953688.0,2411848.0,2468128.0,2599536.0,2557794.205794206,2582454.4544544546,2620955.044955045,2580084.0840840843,2619584.0,2561352.0,2556568.0,2627128.0,2602880.0,2658328.0,2546760.0,2664056.0,2580536.0,2556488.0,2607952.0,2645600.0,2517192.0,2659176.0,2597248.0,2637064.0,2528768.0,2665864.0,2559544.0,2564112.0,2640488.0,2504592.0,2593448.0,2629328.0,2637152.0,2613912.0,2564776.0,2623096.0,2420664.0,2635248.0,2708712.0,2272896.0,2032072.0,2111224.0,2111672.0,2074160.0,2089712.0,2139376.0,2043240.0,2091168.0,2133354.6453546453,2089273.2732732734,2066072.0,2076784.0,2112592.0,2077112.0,2073328.0,2143272.0,2009120.0,2085040.0,2117760.0,1837776.0,2452864.0,2540344.0,2538528.0,2643451.4514514515,2647864.135864136,2671568.0,2498304.0,2568168.0,2639832.0,2647272.0,2638592.0,2549864.0,2650952.0,2567368.6313686315,2567463.4634634634,2651556.443556444,2514730.7307307306,2624224.0,2641512.0,2609312.0,2483760.0,2600167.832167832,2688776.0,2595979.97997998,2625654.3456543456,2663759.7597597595,2548955.044955045,2535312.0,2593961.961961962,2646753.2467532465,2644280.0,2548176.0,2656912.912912913,2550977.022977023,2373485.4854854853,2074480.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_packetsSentPerSecond,-1,-1,-1,-1,0.0,98.0,312.0,361.0,367.0,383.0,379.6203796203796,379.3793793793794,382.61738261738265,379.3793793793794,382.0,373.0,374.0,380.0,381.0,390.0,376.0,388.0,377.0,381.0,383.0,388.0,369.0,385.0,381.0,390.0,374.0,387.0,383.0,378.0,386.0,371.0,383.0,383.0,382.0,388.0,375.0,387.0,359.0,385.0,391.0,344.0,318.0,326.0,329.0,326.0,327.0,331.0,319.0,327.0,328.6713286713287,322.32232232232235,317.0,326.0,326.0,327.0,326.0,330.0,322.0,328.0,327.0,294.0,366.0,373.0,371.0,382.3823823823824,388.61138861138863,394.0,367.0,378.0,385.0,387.0,381.0,376.0,388.0,374.6253746253746,374.3743743743744,385.61438561438564,371.37137137137137,384.0,392.0,384.0,362.0,378.6213786213786,392.0,385.3853853853854,383.61638361638364,383.3833833833834,376.6233766233766,376.0,380.38038038038036,379.6203796203796,386.0,377.0,386.3863863863864,377.6223776223776,363.36336336336336,325.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_googLocalAddress,-1,-1,-1,-1,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,10.164.0.9:36558,-1,-1,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,10.164.0.8:54285,10.164.0.8:54285,18.195.93.116:49857,18.195.93.116:49857,18.195.93.116:49857,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557
audio_googRemoteAddress,-1,-1,-1,-1,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,-1,-1,10.164.0.9:36558,10.164.0.9:55845,10.164.0.9:55845,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,10.164.0.9:55845,10.164.0.9:55845,10.164.0.9:55845,10.164.0.9:55845,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,10.164.0.9:55845,10.164.0.9:55845,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793
audio_googRtt,-1,-1,-1,-1,3000.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,-1,-1,5.0,2.0,2.0,34.0,34.0,34.0,2.0,2.0,2.0,2.0,33.0,33.0,33.0,2.0,2.0,31.0,31.0,31.0,32.0,32.0,32.0,34.0,34.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0
