bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,338084.0,281823.0,251217.0,251217.0,252217.0,252485.0,254238.0,260305.0,217598.0,225529.0,244571.0,265137.0,287348.0,311336.0,336009.0,162825.0,175696.0,110237.0,114198.0,124334.0,135281.0,146096.0,158784.0,172487.0,187286.0,203269.0,111562.0,120871.0,131541.0,143064.0,155509.0,129948.0,141344.0,111470.0,121388.0,132099.0,75047.0,82051.0,89615.0,97784.0,106607.0,116136.0,126427.0,137541.0,149544.0,162508.0,95113.0,103722.0,113020.0,123062.0,133907.0,145620.0,158270.0,171932.0,186687.0,202622.0,113321.0,123387.0,134258.0,145999.0,158679.0,172373.0,187163.0,115458.0,125695.0,136751.0,79705.0,87081.0,95047.0,103651.0,112943.0,122978.0,133816.0,145521.0,158163.0,171816.0,186561.0,202486.0,219685.0,238260.0,258321.0,158581.0,172267.0,187048.0,200989.0,216064.0,234349.0,254097.0,275425.0,298459.0,323021.0,190898.0,201266.0
bweforvideo-googBucketDelay,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1544723963,1544723964,1544723965,1544723966,1544723967,1544723968,1544723969,1544723970,1544723971,1544723972,1544723973,1544723974,1544723975,1544723976,1544723977,1544723978,1544723979,1544723980,1544723981,1544723982,1544723983,1544723984,1544723985,1544723986,1544723987,1544723988,1544723989,1544723990,1544723991,1544723992,1544723993,1544723994,1544723995,1544723996,1544723997,1544723998,1544723999,1544724000,1544724001,1544724002,1544724003,1544724004,1544724005,1544724006,1544724007,1544724008,1544724009,1544724010,1544724011,1544724012,1544724013,1544724014,1544724015,1544724016,1544724017,1544724018,1544724019,1544724020,1544724021,1544724022,1544724023,1544724024,1544724025,1544724026,1544724027,1544724028,1544724029,1544724030,1544724031,1544724032,1544724033,1544724034,1544724035,1544724036,1544724037,1544724038,1544724039,1544724040,1544724041,1544724042,1544724043,1544724044,1544724045,1544724046,1544724047,1544724048,1544724049,1544724050,1544724051,1544724052,1544724053,1544724054,1544724055,1544724056,1544724057
audio_bitsReceivedPerSecond,-1,0.0,186972.41379310345,369985.8823529412,362752.51509054325,292536.0,371379.3793793794,280375.62437562435,287200.0,288943.05694305693,279839.83983983984,347732.26773226773,279191.1911911912,310977.022977023,278054.0540540541,311288.0,314416.0,321574.42557442555,375783.7837837838,387816.0,382137.86213786213,324952.0,287919.9199199199,241032.0,201072.0,198616.0,199992.0,210360.0,235784.0,245184.0,254233.76623376625,270614.61461461463,287407.4074074074,319880.2395209581,283823.6472945892,289780.43912175647,257481.4814814815,264056.0,250104.0,159896.0,180040.0,197880.0,218376.0,249424.0,232007.992007992,257169.16916916918,269240.0,274506.5065065065,319241.51696606784,325165.16516516515,253864.0,268699.3006993007,302222.22222222225,255088.0,313729.7297297297,244680.0,252744.0,258077.9220779221,287271.2712712713,279176.82317682315,289048.0,293560.0,331148.85114885116,372684.6846846847,363160.0,400528.0,367760.0,370936.0,272016.0,235024.0,222104.0,226296.0,229034.96503496505,252488.97795591183,271800.1998001998,309264.0,323952.0,324152.0,275192.0,289440.0,222368.0,241512.0,251568.0,270472.0,262360.0,303695.6956956957,303944.05594405596,308648.0,360736.7367367367,380067.9320679321,382769.23076923075,389781.78178178176,405520.0,284132.13213213213,364798.40319361276
audio_bitsSentPerSecond,-1,0.0,338393.1034482759,375887.0588235294,268909.45674044266,300960.0,406006.00600600604,278097.9020979021,300792.0,291972.02797202795,271775.7757757758,342393.6063936064,260420.4204204204,282453.54645354644,260132.13213213213,297240.0,299352.0,226109.8901098901,236060.06006006006,160264.0,144575.42457542458,165592.0,150270.27027027027,170776.0,158240.0,182696.0,207536.0,212904.0,219368.0,155384.0,150985.01498501498,212988.98898898897,182582.58258258257,162347.30538922155,163791.58316633265,144910.17964071856,153161.16116116117,142072.0,128392.0,131976.0,119832.0,131168.0,133928.0,142160.0,140939.06093906093,164844.84484484483,172088.0,179483.4834834835,176702.59481037923,135911.9119119119,139560.0,154677.32267732266,160848.84884884884,170736.0,169569.56956956958,198952.0,207744.0,224351.64835164836,196340.34034034034,157434.56543456545,158120.0,175728.0,180795.2047952048,191871.87187187187,185608.0,162368.0,165432.0,166296.0,132840.0,100112.0,119352.0,132032.0,137022.97702297702,142196.39278557114,150497.5024975025,170488.0,174248.0,194640.0,209480.0,217024.0,230232.0,250688.0,281232.0,241080.0,196640.0,213765.76576576577,241574.42557442558,220544.0,251115.11511511513,262289.7102897103,273510.4895104895,302070.0700700701,338016.0,283811.8118118118,237189.62075848304
audio_packetsSentPerSecond,-1,0.0,87.93103448275862,118.82352941176471,107.64587525150905,108.0,129.12912912912913,108.89110889110889,107.0,109.89010989010988,106.10610610610611,122.87712287712287,119.11911911911912,125.87412587412588,132.13213213213214,132.0,133.0,127.87212787212788,127.12712712712712,100.0,109.89010989010988,122.0,102.10210210210211,116.0,129.0,127.0,128.0,129.0,123.0,110.0,115.88411588411589,122.12212212212212,115.11511511511512,107.78443113772455,123.24649298597194,108.78243512974052,120.12012012012012,123.0,119.0,119.0,122.0,122.0,121.0,124.0,122.87712287712287,123.12312312312312,125.0,128.12812812812814,124.750499001996,121.12112112112112,122.0,123.87612387612387,123.12312312312312,126.0,127.12712712712712,126.0,129.0,131.86813186813185,124.12412412412412,122.87712287712287,123.0,127.0,126.87312687312688,128.12812812812814,129.0,121.0,126.0,123.0,104.0,113.0,121.0,123.0,122.87712287712287,121.24248496993988,124.87512487512487,124.0,127.0,127.0,128.0,129.0,133.0,132.0,133.0,126.0,127.0,128.12812812812814,135.86413586413587,130.0,134.13413413413414,131.86813186813185,131.86813186813185,131.13113113113113,132.0,129.12912912912913,128.7425149700599
audio_googLocalAddress,-1,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642,10.164.0.12:42642
audio_googRemoteAddress,-1,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439,10.164.0.11:54439
audio_googRtt,-1,3000.0,96.0,96.0,428.0,428.0,428.0,391.0,391.0,293.0,293.0,220.0,220.0,220.0,165.0,165.0,165.0,153.0,153.0,173.0,173.0,130.0,130.0,130.0,142.0,142.0,106.0,106.0,106.0,79.0,79.0,59.0,59.0,59.0,44.0,44.0,33.0,33.0,33.0,25.0,25.0,19.0,19.0,19.0,14.0,14.0,10.0,10.0,10.0,8.0,8.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,25.0
